row_id,study_key,arxiv_id,source_url,date,authors,affiliation_type,model,version_pin,task_family,dataset,n,reference_label_type,metric,value,interval_low,interval_high,interval_type,value_key,comparator,comparator_value,comparator_tuning_budget,cost_or_latency,hardware_or_provider,calibration_quantity,post_hoc_calibration,cascade_result,test_set_exposure,code_available,excerpt,location,extractor,ledger_version
L447,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Flagship direct audit (GPT-6 Astra alone),GPT-6 Astra,social-science annotation,Epstein misinformation-sharing experiment (disjoint direct-audit panel),"9,000 predictions",human_crowd,effect_MAE,0.0200,0.0153,0.0314,95% participant-bootstrap CI,li2026kite.epsteinFlagshipAuditEffectMae,Hybrid,0.0180,same prompt (fixed p3 contract),$8.94 per thousand Astra predictions (Epstein D1),,,,,public-pre-2026,partial,"Flagship direct audit | 0.0200 [0.0153, 0.0314] | 0.0326 | 0.020",Table 2,ledger-extract-C,1.0
L448,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Jev (kernel),jev-1.13.0,social-science annotation,SocSci210 (37 held-out studies),37 held-out studies; kernel predictions,human_crowd,captured_decision_gain,0.268,0.050,0.454,reported interval on G-A test analysis,li2026kite.socsci210KernelCapturedGain,"Hybrid (3 anchors, 1.5% coverage)",0.386,same prompt (fixed p3 contract),,,,,,public-pre-2026,partial,"On G-A's test analysis, Jev sign accuracy is 0.671 [0.500, 0.803] and captured gain is 0.268 [0.050, 0.454].","section 5, 'Decision value saturates'",ledger-extract-C,1.0
L449,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,"Hybrid (Jev + sparse Astra paired-anchor correction, 3 anchors/condition)",jev-1.13.0 kernel + GPT-6 Astra anchors,social-science annotation,SocSci210 (37 held-out studies),"2,082 anchor items (3 anchors/condition, 162 blocks, ~1.5% of population states)",human_crowd,captured_decision_gain,0.386,,,,li2026kite.socsci210HybridCapturedGain,Jev (kernel only),0.268,same prompt (fixed p3 contract) + sparse flagship anchor calls,"2,082 items, 1.00 million tokens, 15 minutes",,,,"0.5-1.5% anchor coverage (1-3 anchors/condition) raises SocSci210 captured decision gain from 0.268 to 0.386, improvement 0.119 [0.014, 0.224]; at just 1 anchor (0.5% coverage) gain is already 0.114 [0.014, 0.215].",public-pre-2026,partial,"The strongest human-referenced secondary is captured gain: 0.268 to 0.386, an improvement of 0.119 [0.014, 0.224].",section 7.2,ledger-extract-C,1.0
L450,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Jev,jev-1.13.0,social-science annotation,"Arechar (16-country content-fidelity test, matched subset)",30-person-per-country-condition subset (both-new part),human_crowd,prompt_nudge_effect_6pt_scale,-0.025,-0.058,0.011,95% CI,li2026kite.arecharJevPromptEffect,Astra,"0.052 [0.010, 0.094]; Human reference 0.127 [0.089, 0.165]",same prompt (fixed p3 contract),,,,,,public-pre-2026,partial,"Jev | -0.025 [-0.058, 0.011] | 0.015 [-0.022, 0.053]",Table 1,ledger-extract-C,1.0
L451,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Jev vs GPT-5.6 Luna vs GPT-6 Astra,jev-1.13.0 / GPT-5.6 Luna / GPT-6 Astra,social-science annotation,"SocSci210 (3,615 intended items, marginal distance)","3,615",human_crowd,marginal_distance,0.136 / 0.132 / 0.101 (Jev/Luna/Astra),,,,li2026kite.socsci210MarginalDistanceThreeModels,,,same prompt (fixed p3 contract),"Jev $0.0331-0.0344/1,000 predictions; Luna $0.27/1,000; Astra $8.94-15.65/1,000 (implied ratios ~8x Luna, ~455x Astra vs Jev)",,,,,public-pre-2026,partial,"On the same intended 3,615 SocSci210 items, Jev, Luna, and Astra marginal distances are 0.136/0.132/0.101; captured gains are 0.272/0.305/0.336 (Table 17).","section 9, 'Quality per expensive prediction'",ledger-extract-C,1.0
L452,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Jev (kernel),jev-1.13.0,social-science annotation,"discrepancy model D2 (91 seen studies, 2,195 effects; retrospective test on 37 held-out studies)",91 seen / 37 held-out studies,human_crowd,retrospective_interval_coverage_at_90pct_nominal,0.96,,,,li2026kite.jevRetrospectiveCoverage90,human-sampling-only intervals,0.36,,,,discrepancy-model interval coverage (not ECE),none,"Shared discrepancy propagation (Eq. 4) yields retrospective coverage 0.93/0.96 at nominal 0.80/0.90, vs 0.29/0.36 from human-sampling uncertainty alone.",public-pre-2026,partial,Retrospective test coverage is 0.67/0.93/0.96; human-sampling-only coverage is 0.14/0.29/0.36.,section 8,ledger-extract-C,1.0
L453,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,"Jev (kernel, p3 Noul-probability contract)",jev-1.13.0,classification,development studies (frozen p3 contract selection),not reported,human_crowd,ECE,0.027,,,,li2026kite.p3ContractEce,relative-choice formulations,approximately 0.23-0.25,same prompt (contract design choice),,,ECE (binning method not specified),none,,new,partial,"Absolute option judgments were selected on development studies: p3 expected calibration error was 0.027, compared with approximately 0.23-0.25 for relative-choice formulations.",section 3.1,ledger-extract-C,1.0
L454,li2026kite,2609.27535,https://arxiv.org/abs/2609.27535,2026-09-23,Li,academic,Jev (tabulated execution engine),jev-1.13.0 (kernel calls cached; execution is table replay),other (population-experiment execution/scale),S1 scale workload (500 Epstein wave-3 personas x 20 cards x 2 conditions),10^6 agents x 20 steps,human_crowd,agent_steps_per_second,2.2e7,,,,li2026kite.scaleExecutionThroughput,,,,"10^6 agents complete 20 tabulated steps in 0.90 s (vectorized engine); median fresh-prediction latency 213 ms, p95 304 ms; $0.0227 per thousand fresh live predictions","1x Apple M4 Pro laptop (14 cores, 48GB RAM), macOS 26.6.2, Python 3.12.2, NumPy 2.5.3, pandas 3.0.6",,,,new,partial,A million agents executed 20 tabulated steps in 0.9 seconds on a laptop.,Abstract; Table 3; section 9,ledger-extract-C,1.0
L455,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B,revision original-2676 / commit 93ec5d6,classification,324-item frozen contrastive holdout,324,synthetic,accuracy_pct,90.12,,,,greyBespokeNimble.nimble324Accuracy,Jev 1.13.0,93.21,fine-tuned (Nimble LoRA) vs not fine-tuned (Jev general hosted model),,,,,,,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)","On 324 held-out examples, Bespoke-Nimble-9B matches 90.1% of the reference labels, compared with 66.4% for its base model and 93.2% for Jev 1.13.0.","GitHub README, infographic caption and 'Evaluation on 324 held-out examples' table (292/324=90.12%)",ledger-extract-C,1.0
L456,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Jev 1.13.0,jev-1.13.0,classification,324-item frozen contrastive holdout,324,synthetic,accuracy_pct,93.21,,,,greyBespokeNimble.jev324Accuracy,Bespoke-Nimble-9B,90.12,not fine-tuned (general hosted model),"median 246.7 ms / p95 267.0 ms / max 347.4 ms per request (TypeSafe API, contrastive holdout)",TypeSafe API,,,,,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",| Jev 1.13.0 | 302/324 | 93.21% |,"GitHub README, 'Evaluation on 324 held-out examples' table; latency table",ledger-extract-C,1.0
L457,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B,"revision original-2676 / commit 93ec5d6, T=2.179078721266035",classification,"separate 'second set' (300 examples, calibration fitting)",300,human_adjudicated,ECE,0.066,,,,greyBespokeNimble.nimbleSecondSetEceTempScaled,"Bespoke-Nimble-9B (T=1, uncalibrated)",0.128,fine-tuned,,,ECE (binning method not specified),temperature,,,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",Second set (300) | Expected calibration error | 0.128 | 0.066,"GitHub README, 'Probability temperature' section, calibration table",ledger-extract-C,1.0
L458,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B,"revision original-2676 / commit 93ec5d6, T=2.179078721266035",classification,324-item frozen contrastive holdout (calibration check),324,synthetic,ECE,0.054,,,,greyBespokeNimble.nimble324EceTempScaled,"Bespoke-Nimble-9B (T=1, uncalibrated)",0.052,fine-tuned,,,ECE (binning method not specified),temperature,,,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",Held-out set (324) | Expected calibration error | 0.052 | 0.054,"GitHub README, 'Probability temperature' section, calibration table (temperature scaling does NOT improve ECE on the primary 324-item holdout, unlike the separate 300-example 'second set')",ledger-extract-C,1.0
L459,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B,"revision original-2676, T=1.0 (public-subset run)",classification,13 public human-labeled subsets (pooled),"3,880 records across 13 subsets",human_crowd,accuracy_pct_macro,74.8,,,,greyBespokeNimble.nimble13SubsetMacroAccuracy,Jev 1.13.0,76.0,"fine-tuned (Nimble) vs not fine-tuned (Jev); transfer evaluation, all subsets outside Nimble's training categories",,,,,,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)","Over the thirteen subsets, Bespoke-Nimble-9B matched 74.8% of human labels as a macro average and 75.9% pooled over records; Jev 1.13.0 matched 76.0% and 77.3%.","docs/PUBLIC_BENCHMARKS.md, 'Averages' table and 'Reading the suite'",ledger-extract-C,1.0
L460,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Jev 1.13.0,jev-1.13.0,classification,13 public human-labeled subsets (pooled),"3,880 records across 13 subsets",human_crowd,accuracy_pct_macro,76.0,,,,greyBespokeNimble.jev13SubsetMacroAccuracy,Bespoke-Nimble-9B,74.8,not fine-tuned (general hosted model),,,,,,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",Jev 1.13.0 matched 76.0% and 77.3%. That is a gap of 1.2 macro points in Jev's favour across tasks that are all outside Nimble's training categories.,"docs/PUBLIC_BENCHMARKS.md, 'Averages' table",ledger-extract-C,1.0
L461,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B vs Jev 1.13.0,revision original-2676 vs jev-1.13.0,classification,"Score-type public subsets (helpsteer2, summeval-relevance, summeval-consistency)",3 subsets,human_adjudicated,accuracy_pct_macro,54.6 (Nimble) vs 50.1 (Jev),,,,greyBespokeNimble.scoreSubsetsMacroAccuracy,,,fine-tuned (Nimble) vs not fine-tuned (Jev),,,,,,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",score | 3 | 54.6% | 51.2% | 50.1% | 45.2%,"docs/PUBLIC_BENCHMARKS.md, 'Averages' table (Nimble leads on the 3 rubric-rating Score subsets)",ledger-extract-C,1.0
L462,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B,"revision original-2676, T=1.0",classification,"MASSIVE (en-US vs de-DE, identical utterance ids)",350 paired utterances,human_adjudicated,accuracy_pct_dropoff_en_to_de,-3.5,,,,greyBespokeNimble.nimbleMultilingualDropoff,Jev 1.13.0,-0.5,fine-tuned (Nimble) vs not fine-tuned (Jev),,,,,,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)","Switching the same 350 MASSIVE utterances from English to German costs Nimble 3.5 points: it is right in English but wrong in German on 18 utterances and the reverse on 6, p = 0.023. Jev loses 0.5 points, 11 against 9, p = 0.82.","docs/PUBLIC_BENCHMARKS.md, 'Paired multilingual' table and 'Reading the suite'",ledger-extract-C,1.0
L463,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B vs Jev 1.13.0,"revision original-2676, T=1.0 vs jev-1.13.0",classification,boolq (public subset),300,human_adjudicated,ECE,0.109 (Nimble) vs 0.038 (Jev),,,,greyBespokeNimble.boolqEceComparison,,,"fine-tuned (Nimble, T=1.0 raw) vs not fine-tuned (Jev, as shipped)",,,ECE (binning method not specified),"none (Nimble run at T=1.0 for this comparison, not the fitted 2.179)",,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)",| boolq | noul | 300 | 274 | 86.0% (81.6%-89.5%) | 89.7% (85.7%-92.6%) | 89.7% | 0.0708 | ... nimble-9b ECE 0.109 | jev-1.13.0 ECE 0.038,"docs/PUBLIC_BENCHMARKS.md, 'Accuracy' and 'Probabilities and families' tables",ledger-extract-C,1.0
L464,grey_bespoke_nimble,,https://github.com/bespokelabsai/nimble ; https://huggingface.co/bespokelabs/Bespoke-Nimble-9B,2026-09-20,Bespoke Labs,vendor,Bespoke-Nimble-9B vs Jev 1.13.0,"revision original-2676, T=1.0 vs jev-1.13.0",classification,civil_comments (public subset),300,human_crowd,accuracy_pct,70.3 (Nimble) vs 81.0 (Jev),,,,greyBespokeNimble.civilCommentsAccuracyComparison,,,fine-tuned (Nimble) vs not fine-tuned (Jev),,,,,,public-pre-2026,"yes (https://github.com/bespokelabsai/nimble, Apache 2.0)","civil_comments | noul | 300 | 300 | 70.3% (64.9%-75.2%) | 81.0% (76.2%-85.0%) | 85.3% | 0.0000 ... civil_comments is 89% negative, so its accuracy is dominated by how each model handles the toxic minority: 6 records are right only for Nimble and 38 only for Jev.","docs/PUBLIC_BENCHMARKS.md, 'Accuracy' table and 'Reading the suite'",ledger-extract-C,1.0
L465,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,laya (English),"convaiinnovations/laya, ModernBERT-large 421M",classification,"typed-decisions benchmark (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.362,,,,greyLaya.layaEnglishZeroShotAccuracy,Jev 1.13.0 (published),0.727,"not reported (Jev figures third-party published, not measured here; sample sizes and prompts differ)",,,,,,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)",| `laya` | 0.362 | 0.332 | 0.316 | 0.175 | 0.694 |,"HF card convaiinnovations/laya, 'typed-decisions, measured on all three checkpoints' table",ledger-extract-C,1.0
L466,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,laya-typed-decisions (fine-tuned),"convaiinnovations/laya-typed-decisions, ModernBERT-large 421M, fine-tuned on benchmark's own training split",classification,"typed-decisions benchmark (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.766,,,,greyLaya.layaTypedDecisionsAccuracy,Jev 1.13.0 (published) / teacher self-agreement ceiling,0.727 / 0.735,fine-tuned,,,,,,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)","The fine-tuned checkpoint clears the teacher ceiling and wins all four workflows: invoice processing 0.804, security incidents 0.766, customer service 0.764, agent-trace observability 0.730.","HF card convaiinnovations/laya, 'Fine-tune for better accuracy' and typed-decisions table",ledger-extract-C,1.0
L467,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,"Jev 1.13.0 (published, third-party)",jev-1.13.0,classification,"typed-decisions benchmark (400 cases, 2,000 decisions, 4 workflows)",2000,llm_teacher,accuracy,0.727,,,,greyLaya.jevTypedDecisionsAccuracy,laya-typed-decisions,0.766,"not reported (published figure, not measured by this source)",,,,,,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)",| *Jev 1.13.0 (published)* | *0.727* | *0.580* | *0.148* | *0.144* | *0.391* |,"HF card convaiinnovations/laya, 'typed-decisions, measured on all three checkpoints' table",ledger-extract-C,1.0
L468,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,laya (English),convaiinnovations/laya,classification,typed-decisions benchmark (soft accuracy vs teacher distribution),2000,llm_teacher,soft_accuracy_vs_teacher_distribution,0.471,,,,greyLaya.layaSoftAccuracy,Jev 1.13.0 (published),0.580,"not reported (Jev figure published, not measured here)",,,,,,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)","Soft distribution matching: On typed-decisions, while Laya achieves higher argmax accuracy (0.766 vs 0.727), Jev achieves higher soft accuracy (0.580 vs 0.471) against the teacher's full probability distributions.","HF card convaiinnovations/laya, 'Where Jev leads'",ledger-extract-C,1.0
L469,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,laya (English),convaiinnovations/laya,classification,"typed-decisions benchmark (raw, pre-temperature ECE)",2000,llm_teacher,ECE,0.213,,,,greyLaya.layaRawEce,Jev 1.13.0 (published),0.144,not reported,,,ECE (binning method not specified),"none (raw, as-shipped)",,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)","Out-of-the-box raw calibration: Before temperature scaling, the base checkpoint has higher raw ECE (0.213 vs 0.144). Laya achieves its 0.081 ECE after domain temperature fitting.","HF card convaiinnovations/laya, 'Where Jev leads'",ledger-extract-C,1.0
L470,grey_laya,,https://huggingface.co/convaiinnovations/laya ; https://huggingface.co/convaiinnovations/laya-multilingual,2026-09-24,ConvAI Innovations (Mukkunnoth),vendor,laya (English),convaiinnovations/laya,classification,internal calibration evaluation (mean ECE across question types/option counts),not reported,human_adjudicated,ECE,0.081,,,,greyLaya.layaEnglishPostTempEce,"laya (English), pre-temperature-scaling",0.466,fine-tuned (post-hoc temperature fit per question-type/option-count bucket),,,ECE (binning method not specified),temperature,,unclear,"yes (https://github.com/NandhaKishorM/laya, Apache 2.0)","Ships over-confident: Refitting one temperature per (question type, option count) moves mean ECE 0.466 -> 0.081 (`laya`) and 0.314 -> 0.106 (`laya-multilingual`). Do this on your own data before trusting the probabilities.","HF card convaiinnovations/laya, 'Honest Limits'",ledger-extract-C,1.0
